app,lang,content,score,detected_lang,sentiment
Daraz,en,mai na in sa last 3rd bar order krwaya jab product pr acha khasa discount tha.order placed bhi hugaya in ka delivery boy ka or company care ki tarraf sa call bhi ai ka order kxh din ma delivered hujai ga..phr jab kxh din bad app ma deekha to product mere to ship or on a way sa aisa ghaip huwa ha jaisay kabhi many kxh order hi nhi kia. bhai jan jab discount dai nhi sakhty to adds chalay q ho,1,en,negative
Daraz,en,"دنیا جہان کی گندی ترین ایپ ہے جہاں لوگوں کو دن رات چونا لگایا جاتا ہے ان کو یہ ہی نہیں پتا کہ بیچنے والا اپ کو کیا دے کر جا رہا ہے کم از کم بندہ ویریفائی تو کرلیں اتنی تھرڈ کلاس کوالٹی کی چیزیں جب یہ بیچیں گے تو کیا لوگ ریویو اچھا دیں گے بیکار ترین ایپلیکیشن ہے dunya is the dirtiest app in the world where people are scammed day and night. they don't even know what the seller is giving you. at least verify the seller. when they sell such third-class quality things, will people give good reviews?",1,ur,negative
Daraz,en,99 barsent orignal,5,no,positive
Daraz,en,monday night,5,tl,positive
Daraz,en,""" this app is full of smuggled and counterfeited illegal goods and their chat is also closed any orders are highly risky as they cancel the return request automatically and they only have placed a robot for the chats so i would take legal action against daraz for the fraudulent and others customers are also advised to do so "" """,1,en,negative
Daraz,en,good app,5,cy,positive
Daraz,en,not bed,4,af,positive
Daraz,en,mdkiron,5,lt,positive
Daraz,en,meny issy zada ghatya app nh dekhi ye sirf pagal bana rahi hai dhoka de rahi hai or kuch nh mangao kuch deti kuch hai chotiya app meri nazar me aj ky bad isko use nh karo ga delete karoga report karoga taky block ho jae,1,id,negative
Daraz,en,pics open nahi hoti.,1,en,negative
Daraz,en,amazing app,5,tl,positive
Daraz,en,👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,1,unknown,negative
Daraz,en,bht acha ha darz mgr ajkl chl nhi rha,5,cy,positive
Daraz,en,nice 🙂🙂,5,pl,positive
Daraz,en,bring dark mode in app,2,sv,negative
Daraz,en,"rider can't give extra money means jo parcel lay k atay h wo 20,30 rupees bakaya wapis nahi krta waja kiya h is ki",3,id,neutral
Daraz,en,baler app,1,no,negative
Daraz,en,amazing product,4,hr,positive
Daraz,en,"ডেলিভারি চার্জ ১৫০ টাকা যেটা বর্তমান সময়ে অনেক বেশি। বাংলাদেশে বর্তমানে অন্যন্য কোম্পানি গুলো ভালো সার্ভিস দিচ্ছে। যেমনঃ রকমারি, আরোগ্য — মাত্র ৬০ টাকা সারাদেশে ডেলিভারি দিচ্ছে।",1,bn,negative
Daraz,en,diwahi rajbanshi,5,sw,positive
Daraz,en,order দেওয়া যায় না,1,bn,negative
Daraz,en,i shop here.,5,sq,positive
Daraz,en,"good, go ahead.",5,so,positive
Daraz,en,good 👍 service 💯,4,hr,positive
Daraz,en,sivadasa,5,lt,positive
Daraz,en,good good,5,so,positive
Daraz,en,chor company hai jo cheez mangway wo nahi ati or to or riders ki salary bhi kha jati hai sary haram khor bhethy hai daraz mein,1,en,negative
Daraz,en,good 👍👍👏👏☺☺,4,so,positive
Daraz,en,পাগল ছাগলের দেশ,2,bn,negative
Daraz,en,ঃঁঙৃ,5,bn,positive
Daraz,en,worst customer service.... fraud system.,1,en,negative
Daraz,en,"বাজে একটা অবস্থা i ৬টি প্রডাক্ট এর ভিতরে ১টি প্রডাক্ট নাই আর একটি প্রডাক্টের যায়গায় অন্য আর একটি প্রডাক্ট দিয়া দিচ্ছে, খুবই বাজে! অনলাইন থেকে আর কিছু নেওয়া হবেনা",1,bn,negative
Daraz,en,daraz doing fraud in the name of bank discount. they offer unionpay card discount but actually transaction struck at payment processing. when you call daraz.pk they....,1,en,negative
Daraz,en,return page kaj korche druto ar somadhan chai amar ponno return korsr jonno,1,sv,negative
Daraz,en,can 15 yrs old can order,4,cy,positive
Daraz,en,ڈلیوری اسٹاف کے رویے کے بارے میں شکایت محترم/محترمہ، میں دراز کے صارف کے طور پر آپ کی سروسز کی قدر کرتا ہوں، لیکن حال ہی میں مجھے ایک غیر خوشگوار تجربہ ہوا جس کی اطلاع دینا ضروری سمجھتا ہوں۔ آپ کے ڈلیوری اسٹاف کے ایک رکن کا رویہ پیشہ ورانہ نہیں تھا۔ انہوں نے نہ صرف غیر مناسب انداز میں بات کی بلکہ عام اخلاقی معیاروں کے مطابق رویہ اختیار نہیں کیا۔ اس طرح کا رویہ صارف کے تجربے کو متاثر کرتا ہے اور کمپنی کی ساکھ کے لیے بھی نقصان دہ ہے۔ میری درخواست ہے کہ اس معاملے کی مناسب تحقیقات کی جائیں اور ا,1,ur,negative
Daraz,en,"মাটির পুতে গো আব্বা,, হচ্ছে সেলার,, তাই তাগো রিরুদ্ধে কোন একশন নেনয় না",1,bn,negative
Daraz,en,daraz is allowing fraud people to steal money from people by sending fake used old items i m done with this app .. kindly report daraz,1,en,negative
Daraz,en,md sujan mia 2026,5,fi,positive
Daraz,en,bohat ghatiya tareen customer service hai. auto chat robot lagaya hua hai jiska kam sawal gundum aur jawab channa hai. pehle bohat achi services thi daraz ki. main kayi saalon se hazaron shopping karta hun daraz se. ab orders hi pay nahi horahe. lanat hai koi solution hi nahi because kisi insan se rabtay ka koi option nahi.,1,id,negative
Daraz,en,not bad 😞,5,tl,positive
Daraz,en,awesome,5,af,positive
Daraz,en,😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😲😳😳😳😳😳😳,5,unknown,positive
Daraz,en,mere order return nahi kerte khud se mis understanding hoe ha phir bhi,1,da,negative
Daraz,en,මිනිස්සු රවටනවා.. ඉල්ලන දේ නෙවෙයි එවන්නේ.. සහ පින්තූර වල තිබෙන දේ නෙවෙයි ගෙන්නුවට පස්සේ තියෙන්නේ.. සාමාන්‍ය වටිනාකමට වඩා තුන් ගුනයක් මිල වැඩි.. කවදාවත් මේකෙන් බඩු ගන්න එපා.. ශ්‍රී ලංකාවට මොවුන් දෙන්නේ ලෝකයේ තිබෙන බාලම නිශ්පාදන..,1,unknown,negative
Daraz,en,ok ok not bad,4,sk,positive
Daraz,en,daraz fraud ha,1,cy,negative
Daraz,en,pagla kutta kamrayni je 150 taka delevary charge diye product kinbo tai daraz app uninstall kore dilam,1,id,negative
Daraz,en,pictures nhe khul rahin daraz mai review pictures,1,ro,negative
Daraz,en,fake fake fake app daraz,1,no,negative
Daraz,en,"the maximum seller is a fraud, and thay sell a third-class product. daraz doesn't maintain any standard.",1,en,negative
Daraz,en,ayan khan,5,tl,positive
Daraz,en,আগে দ্রুত ডেলিভারি দিতো। এখন ৭ দিন পরেও অর্ডারকৃত পণ্য সেই দোকান হতেই পিক করে না। #বয়কট_দারাজ,1,bn,negative
Daraz,en,yar jab koi chiz kharab ho to ye return nahi karte,1,sw,negative
Daraz,en,mia aik parcel order kia badly mai inhon my aik shopping bag bhj diya pesy b ley leye or beach mai note likh diya k apka order available nahi tha to hum ny bag bhj diya. agr order available nahi tha to q parcel bhja chotiya logo.. agr mainus mai rating hoti to -0.000 rating deta,1,en,negative
Daraz,en,sometimes i get broken things that i had ordered.😭,1,da,negative
Daraz,en,order hmesha khrab ata hai 4 dfa order kiya 4 dfa choti cheezein bhej dete hain,1,de,negative
Daraz,en,after update i'm unable to order,1,da,negative
Daraz,en,niceee,1,nl,negative
Daraz,en,mustafaali,5,et,positive
Daraz,en,🫴🏿🫴🏿,5,unknown,positive
Daraz,en,perfect 🥰❤️,4,ro,positive
Daraz,en,best game,5,da,positive
Daraz,en,fantastic,5,it,positive
Daraz,en,bhaat achi app h,5,nl,positive
Daraz,en,very disappointed from this app kiu ke yhan se main ne pasal mangwaya to boht boht acha nikla very good,5,en,positive
Daraz,en,good app,2,cy,negative
Daraz,en,poor app,2,nl,negative
Daraz,en,very bad app koi return policy nahi he khaloony bejh deity hn don't use it .. return ki application submit krwa do bus or phr beithy raho .. na to seller ko pochty hn or hi buyer's ki koi bat sunty.. total waste of money,1,en,negative
Daraz,en,okig,5,pl,positive
Daraz,en,90% scam,1,it,negative
Daraz,en,good 👍,5,so,positive
Daraz,en,very,5,af,positive
Daraz,en,excellent service,5,fr,positive
Daraz,en,sudais,1,lt,negative
Daraz,en,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5,unknown,positive
Daraz,en,"দারাজের অ্যালগরিদম এতটাই জঘন্য যে আপনি যদি সার্চ করবেন কাছের বোতল আসবে সাবান, লিখবেন আলু আসবে কোদাল। মানে আপনার সার্চের ধারের কাছেও যায় না। এটার সমাধান করা উচিত।",1,bn,negative
Daraz,en,wadak na me gon app ekak,1,id,negative
Daraz,en,one a nice app,5,it,positive
Daraz,en,অনেক ইউজফুল এ্যাপ। সবসময়ই শপিং করি,5,bn,positive
Daraz,en,best for shopping 🛒,5,no,positive
Daraz,en,"i ordered portable lights worth 1000 from daraz but they sent me furniture polish worth 300 instead. when i contacted support, they asked me to go drop it at their office instead of sending a replacement. worst experience ever — they are fraud. i don’t recommend anyone to install or order from the daraz app.",1,en,negative
Daraz,en,normal,5,pt,positive
Daraz,en,amazing,5,sw,positive
Daraz,en,good its good,5,so,positive
Daraz,en,just add karuna hospital area please,1,et,negative
Daraz,en,ood job,5,so,positive
Daraz,en,it's a bit good shopping app,5,tl,positive
Daraz,en,very best daraz,5,tr,positive
Daraz,en,চ**** ভাইয়া,5,bn,positive
Daraz,en,ye daraz app acha nhe hy 1 month hone wala hy na order ata hy na paisa wapas karta hy daraz is the fake app don't use this app,1,en,negative
Daraz,en,it's okay,4,tl,positive
Daraz,en,good👌,4,so,positive
Daraz,en,very nice,5,cs,positive
Daraz,en,মোটামুটি ভালো,5,bn,positive
Daraz,en,fest time order,5,da,positive
Daraz,en,"daraz please add 'rawat, islamabad' in your location list. bahut bara area hai, lekin app mein option nahin hai jiski wajah se parcels galat jagah chale jate hain. request hai ke isko jaldi add karein",3,id,neutral
Daraz,en,♥️♥️♥️,1,unknown,negative
Daraz,en,meri payment stack ho gahi daraz par aaj 1 months ho geya muje wapis ni mil rahi both he bad 😔 experience hai dara par download karne se pele so lo,1,id,negative
Daraz,en,daraz is best app,5,nl,positive
Daraz,en,best apps,5,sv,positive
Daraz,en,jo dekhta hai wo milta nahi hai daraz par i am very very very very very sad 😭 1.pressure nosal plastic 2.silkon cover 1 thek 2 damage 3.rad fire🔥wala 2 mangaway 1 thek 2 pura tota hoa 4. motorcycle tire light 2 mangwai 2no nhi chal rahi daraz my heart broken 💔 💔😭😭😭😭😭😭😭 help me,2,en,negative
Daraz,en,"fraud scam alert 🤬 i ordered a mobile cover but i didn't receive it and the shopkeepers say it has been delivered and i had already paid them the money. the laundry people are here.there are no rules for anyone, if someone cheats someone, they will keep doing it.",1,en,negative
Daraz,en,❤️❤️,5,unknown,positive
Daraz,en,"সব থেকে নিকৃষ্ট, সাইট",1,bn,negative
Daraz,en,daraz is synonym to fraud. worst app. vouchers are not removed despite removing,1,en,negative
Daraz,en,good app for online shopping there r everything u want . sometimes they do fraud to their buyers . recommended,4,en,positive
Daraz,en,very late in delivery.,1,af,negative
Daraz,en,batpar daraz ..,1,tr,negative
Daraz,en,now daraz also become a fraud app a seller send me an expiration parcel i want to return it but daraz rejected my return process automatically and don't return my parcel i request to resolve this problem,2,en,negative
Daraz,en,poor results,1,et,negative
Daraz,en,tcs ka dress pr ku nhi cheezy order kr skty . jo loog village m rhty h wo kesy order kry ????,3,af,neutral
Daraz,en,👍বলো,5,bn,positive
Daraz,en,like daraz,5,id,positive
Daraz,en,my name is rehan ullah or mai stars isliyi nahi de raha abhi kyu ki apki service tcs walo ki sath jo bandy ko call bhi nahi karna chahti ki apka order aya hy ap kaha oar ho bus khud sy lik daity hy ki addresse ghalat hy jub apko other corior waly jo thy ya hy onko mera address asnai se miljata hy par tcs walo ko nahi milta hairani hy abhi bhi mera ek parcel aya hy jo tcs walo ny khud se 2 bar delivery ki attempt fail show kiyi hy par mere se ek par bhi call par bath nhi howe hy kindly,1,en,negative
Daraz,en,sabse behtarin darwaja per shopping mall mein pakistan mein,5,id,positive
Daraz,en,alhamdulillah.. i am satisfied 🙂,5,id,positive
Daraz,en,fake hai,5,sw,positive
Daraz,en,"""میں نے دراز سے اب تک کئی آرڈرز کیے ہیں۔ میرا تجربہ یہ رہا ہے کہ زیادہ تر پروڈکٹس کی کوالٹی ویسی نہیں ہوتی جیسی تصاویر یا تفصیل میں دکھائی جاتی ہے۔ بیچ میں ایک دو چیزیں اچھی بھی ملی ہیں لیکن زیادہ تر کا معیار توقع کے مطابق نہیں تھا۔ ایک اور مسئلہ یہ ہے کہ جب ہم کسی پروڈکٹ کو اس کی کم قیمت دیکھ کر خریدنے لگتے ہیں تو اس پر شپنگ فیس بہت زیادہ ایڈ کر دی جاتی ہے۔ اکثر ایسا ہوتا ہے کہ جو چیز 200 روپے کی ہوتی ہے وہ شپنگ ملا کر 500 روپے کی پڑ جاتی ہے۔ اس وجہ سے خریدار کو فائدے کے بجائے نقصان ہوتا ہے۔",4,ur,positive
