,app,lang,content,score
484,Daraz,en,ya app bohat amazing ha is ki delivery fast ha our thing bhi achi ati ha,5
487,Daraz,en,"দারাজ চিটার।।। পোডাক, ডিলিবারি মেন এরা খাইয়া লায়।।।। চোর সালারা ।।।।",1
488,Daraz,en,shukria,5
489,Daraz,en,valo,1
491,Daraz,en,bad app.,1
492,Daraz,en,its waste,1
494,Daraz,en,very useful app for buying products from cheap to luxurious products.it gives a wide range of option for buying products.,5
495,Daraz,en,একদম বাজে আজ যতসব কাজকাম এদের এর থেকে ভালো ফুটপাতের দেখে জিনিস কিনা অনেক ভালো,1
496,Daraz,en,আমাকে কিছুই ফ্রি দেয় না,5
498,Daraz,en,🥴🥴🥴🥴😰😭🥰😍,5
499,Daraz,en,ghatiya tareen ap manhus br br isky ads ajeebbbbbb,1
501,Daraz,en,don't buy anything from daraz. their delivery charge is too much high.,1
502,Daraz,en,"fake campaign, full of hoaxes!!!",1
505,Daraz,en,👍👍👍👍👍👍,5
507,Daraz,en,to bad bad 😭,1
508,Daraz,en,দারাজ সম্পূর্ণরূপে ফেক লাইভ গিভওয়ে করে । সম্পূর্ণরূপে প্রতারিত করছে লোকজনকে । দাম কম দেখায় আসলে তারা দাম কমায় না 😡😡😡😡😡😡😡😡😡 আমি একটা পণ্য 99 টাকায় কেনার পরেও দারাজের মেসেজে এটার সম্পূর্ণ দাম দেওয়া হয়েছে। এটা প্রতারণা নয়তো কি । দারাজের কাছে এটা প্রত্যাশিত ছিল না 😔😔,1
509,Daraz,en,valo prodakt diyen,5
510,Daraz,en,it displays extremely offensive ads,1
511,Daraz,en,ইতিহাস সংস্কৃতি ছিল প্রশ্ন আলাদা বুঝছো মেয়ে মোহসীন লাইনে অক্ষর দাঁড়িয়ে থাকা আছে তার কিনা সেটা জানি মনে মনে হচ্ছে করেন এবং তার সেই একই থেকে পাওয়া সান্তাহার বের হয়ে টেনে কলেজ নিতে চাই এবং তার উপর ভিত্তি করে দেয় এবং নাই হয়ে করা যান এবং করা যায় করে দেয় দিন দেয় টা তোর জীবন থেকে সান্তাহার বের হয়ে করা যান গেল শুধু তার সাথে দেখা গেল শুধু আমার হোক কেন জানি সেই তাদের জন্য একটি নতুন কিছু নেই বললেই চলে আসে গেছে কাল থেকে রোজা আমি আমার সত্যি হোক কেন আসেন মুমিনুল তার উপর জন্য একটি সাথে কথা বলে কোনো কথা বলে কোন,5
512,Daraz,en,"পুরাই বাজে সস্তার তিন অবস্থা। কোন রেসপন্স নাই। মেসেজ দিতে দিতে পাগল হয়ে যেতে হয়। ফালতু, বিরক্ত বানায় ফেলে। আর কি বলবো ফালতু, বাজে। don't waste your time. its disgusting.",1
513,Daraz,en,subscribe please 🙏🙏 hasan gaming 601,3
514,Daraz,en,thanks no idya,4
516,Daraz,en,daraz scam my 64k shame on you daraz,1
517,Daraz,en,🤑🤑🤑🤑,4
519,Daraz,en,terrible customer service,1
520,Daraz,en,thanks for making this i can get anything from daraz and i get rare things in 4000 or 5000 and all things thank you so much,5
521,Daraz,en,fake 😡😡😡😡,1
522,Daraz,en,why happy,5
523,Daraz,en,too much delivery charges and they charge extra for cash on delivery.😡😡,1
524,Daraz,en,i'm having trouble logging into my daraz account. i've forgotten my password.i no longer have access to the email address and whatsapp. i request you to send verification code via sms,1
525,Daraz,en,"i placed an order through daraz, but the package was marked as a failed delivery due to a 3 fake delivery attempt. after a week, the order was returned to the seller, but my prepaid amount has not been refunded yet. daraz change your policy there is no fault of your buyer you bound my money",1
526,Daraz,en,i ordered different product and they gave me wrong product and then they donot change it or give me money back,1
527,Daraz,en,good 😊,2
528,Daraz,en,pictures never loads in reviews need a lot and a lot optimizations,1
529,Daraz,en,the nice app teri men thank you,5
531,Daraz,en,khub baje ekta online market offer ar kotha bole sob somoy sobaike thokay,1
532,Daraz,en,they are scammers. don't believe on their offers. totally fraud.,1
533,Daraz,en,biggest e-commerce fraud of bangladesh,1
534,Daraz,en,gd app,5
535,Daraz,en,দারাজে কেনাকাটা করে ভালো লাগলো,5
536,Daraz,en,good but very bad also darraz holding fraudulent sellers who easily frauded people's i have been got many time frauded by sellers ....,1
540,Daraz,en,can't open the products pictures in the comments or user review sections for better understanding of the product......,2
541,Daraz,en,daraz is very very best for shopping.i like daraz because they take action immediately on every problem and the intresting thing is that they give more importance to their customers.,5
542,Daraz,en,delivery mathod change q ho gya h ab cash on delivery mathod q ni ha 😡😠,5
543,Daraz,en,"fake ho dashain offer ko name ma luti ra ko xa 99 ,999,9999 ko offer fake ko",1
544,Daraz,en,boje sone kinte parle joxx,5
545,Daraz,en,very very nice 🙂,5
546,Daraz,en,y you not giving dashain 999 offer you said i will give you at 12:am but you not given y,1
547,Daraz,en,shopping nice,2
549,Daraz,en,nice aap,5
550,Daraz,en,idk what the hell is happening my order was confirmed with rupees 3000 something and it got cancelled idk why when i ordered again the price was like 5000 i used to order 1000 of things from here but it's too much and one more thing like when i order all the things together they should come together but they don't and then i have to pay their delivery individually like what the hell.,1
551,Daraz,en,review images take infinite time to load.,3
552,Daraz,en,k ho dai mega sale vaneraw manch lai jhukauna pauxa. baru kati ma ho pahile vannus na manche lau etikai scam garna pauxa pahile delivery order garyo 5 dekhe 10 din ma auxa. esewa and wallet vako lai matra ho. payment first vanxa cash on delivery vaneko bela cancel hunxa muji paxi 10 din paxi samman auxa.tyo pnu kaam hudaina k ho afula products test garna sakdaina delivery vaye paxi return garne pni 7din paxi auxa.. hawa mula scam ho vanne..,1
553,Daraz,en,always use cash on delivery.☑️☑️ never pay online.❎❎ this app is not responsible about customer. they only need orders. and if you had paid online never cancel the order. they never refund the amount 😡😡😡😡,1
555,Daraz,en,daraz scam :kam xaen 12 bajanu vanda agadi nai baseko but price update nai dekhayan yo promotion ko lagi matar ho daraz scam tag daraz guys add to card gareko maile but prices updated nai garen maile sms gareko cmf lai but add to cart gareko automatic remove garidiyo kripay sabaile daraz scam vaner tag garnu darz lai i have proof daraz scam,1
557,Daraz,en,you can trust daraz,5
558,Daraz,en,daraz fast finger sale is a total scam. 9.9 fast finger sale was removed before 12:00 am which was the starting time of fast finger sale.,1
559,Daraz,en,যত সুন্দর একটা অ্যাপস চট্টগ্রাম বিভাগের মধ্যে ফেনী পড়ে ওইটাই জানে না,1
560,Daraz,en,"i really don't like the offer they provide. recently they were selling stuffs at rs 9, 99, 999 but when the offer was starting there was no offer at that rate which i really find offending towards its customers . it's a recent offer that was 9.9 september dashain offers . now the event is gone without its offers .",1
561,Daraz,en,how do i give -ve stars? worst app ever,1
562,Daraz,en,nice daraz app i am online shopping to home nice app,5
563,Daraz,en,best side for shopping.,5
564,Daraz,en,u will know..,1
565,Daraz,en,muji scam garxa khate jasto kaam garxau khate haru offer vane rw rating badhau xau khate haru,1
566,Daraz,en,scam of 9.9 event waited all night and when 12 o clock hits the event is no more in the app it was removed,1
567,Daraz,en,uselee,1
568,Daraz,en,scam alert!!! if you are trying to use this app via any marketing from daraz or any influencer then this is the scam app. don't fall for it. instead visit wholesale shops and buy there at better price. playstore should take penalties regarding false marketing. i fall for it and i regret sharing my info to them. scam alert!!!,1
569,Daraz,en,well,5
571,Daraz,en,nice app,5
572,Daraz,en,overall service is decent. delivery time should be more fast.,5
573,Daraz,en,very bad shopping/online order app.,1
574,Daraz,en,its bad 😔😞😔😞,5
575,Daraz,en,we can not add a card,1
576,Daraz,en,ভালো,5
578,Daraz,en,nice product delivery system. thanks to daraz,5
579,Daraz,en,daraz of best shop app,5
580,Daraz,en,daraz :seller scam me .,1
581,Daraz,en,superb,5
582,Daraz,en,"absolutely garbage return policy & below average quality assurance team. they lack accountability & only focuses on getting money. after you have purchased something, suddenly they act like it is none of their business whether you receive the product in pristine condition or getting the right product at least. i was a regular purchaser from them. but 2 bitter experiences made me talk & connect with them on a personal level. and i can confidently say that they don't care at all. discontinuing 👎",1
583,Daraz,en,"be careful guys daraz app on stealing my data...1.79gb data uploading...i have complete proof with mobile data history mentioned daraz name, because i used the last two days ago and ordered 1 item.",1
584,Daraz,en,"i am deleting this app. at one point, it was easy to use and delivered in a couple of days. nowadays, sellers mark the order as packed but don't ship for days. i can't cancel those orders since they are marked packed. the customer support is non-existent with just a generic chatbot parroting the same answers, and you can not get a live agent to chat.",1
585,Daraz,en,very disappointed daraz used to be a good shopping experience but now they're just fraudulent and scamming your money i'll never buy anything from daraz again,1
586,Daraz,en,tnx daraz,5
588,Daraz,en,"i really loved the team, i talked to a guy named saud jahangir and his gentleness spoke the most of him... i couldn't give the chat a 5 star but i request daraz to give that guy a good rank.",5
589,Daraz,en,why is it that the delivery charge is higher for something that is available for less?,1
591,Daraz,en,"the best app for shopping.... the returns, the deposits, the team everything is on point and your money's is always safe ✨",5
592,Daraz,en,this is scam they scammed 25k from me they cancelled the return don't use it,1
595,Daraz,en,নাইস এপস,5
596,Daraz,en,"make the dark mode of the daraz app, can't use at night time",3
598,Daraz,en,"instead of doing online shopping and paying high delivery charges, it's better to spend that money on transportation and go to the store directly to buy and check things properly 😀. delivery charges are too high!",1
599,Daraz,en,it's is best for buy product in nepal buy and enjoy each,5
600,Daraz,en,"it's nice but the shipping fee is way too costly , and even they show us products which are high in quality but when it comes to our hands the quantity is not the same as shown",3
601,Daraz,en,in this app cash on delivery should be available .that service available in any other online shopping app,1
602,Daraz,en,it's good 👍 😌,5
603,Daraz,en,i received my parcel in a very good condition. satisfied,5
604,Daraz,en,good at first but after some time it only accept advance payment it doesn't support cod after some order like 2 or 3 order for some reason but it's offer is the so bets so it deserves 6 star,5
605,Daraz,en,usefull app,5
606,Daraz,en,worst pakistani app in history untrusted sources highly expensive prices compared to the local market and absurd resellers and custom services,1
607,Daraz,en,baje and potarok app,1
608,Daraz,en,mk please 🍑,5
610,Daraz,en,best online shopping app in nepal,5
611,Daraz,en,aaj 7 september 2024 abhi filhal daraz per sell chal raha hai ismein 4000 ka saman 2000 mein de raha hai aur aap normal bhi us saman ka price dekhoge to 2000 hi hai ek aur baat bahar se dekhne per 10000 dam hai to fir aapke click karoge to fir vah saman ka price 14000 price dekhne ko milega isko hi sale kaha jata hai normally aap purchase karoge to fir bhi 2000 dekhne ko milega aur discount mein vahi saman 4000 likhkar 2000 mein de raha hai 🤣🤣..,3
